padyam_text	padyam_type
"మురుగుల్ ప్రోగులు నుంగరాల్సరిపిణీ ల్ముక్తామణిహారముల్
తురంగంబు ల్గరు లందబులు భటస్తోమంబులున్ రాజ్యమున్
స్థిరమంచున్ మది నమ్మి పాపములు వే సేతు ర్మదోన్మత్తపా-
మరభూవిష్టపదుష్టనాయకులు రామా! భక్తమందారమా!"	mattebhamu
"మకరోగ్రక్రకచాగ్రజాగ్రదురుసమ్యక్ఛాతదంష్ట్రాక్షత
ప్రకటాంఘ్రిద్వయనిర్గళద్రుధిరధారాపూరఘోరవ్యధా-
చకితుండై మొఱసేయ నగ్గజపతిన్ సంప్రీతి రక్షింపవే
మకుటీభూతశశాంకచాపహర! రామా! భక్తమందారమా!"	mattebhamu
"అగవిద్వేషణుఁ గూడి వేడుక నహల్యాదేవి గ్రీడింపఁగా
భగవంతుండగు గౌతముండు గని కోపస్ఫూర్తి శాపింప నీ
జగతిం ఱాపడి తాపమొందగ పదాబ్జప్రస్ఫురద్ధూళిచే
మగువం జేసితి వెంత వింత యది రామా! భక్తమందారమా!"	mattebhamu
"అమరేంద్రాది సమస్తదేవభయదాహంకారహుంకార దు-
ర్దదబాహాబలసింహనాద పటుకోదండోగ్రబాణచ్ఛటా-
సమజాగ్రత్ఖరదూషణాసురుల భాస్వద్దండకారణ్యసీ-
మ మును ల్మలని మెచ్చఁ ద్రుంచితివి రామా! భక్తమందారమా!"	mattebhamu
"నే నీ బంటను నీవు నా దొర విదే నిక్కంబటంచు న్మదిన్
నానాభంగుల నమ్మి కొల్చితినె యెన్నాళ్ళాయె జీతంబు కా-
సైన న్నేఁటి కొసంగవైతి భళి యాహా! లెస్స! బాగాయెగా!
మౌనీంద్రాశయపద్మషట్చరణ! రామా! భక్తమందారమా!"	saardulamu
"బలదేవుం డతినీచవృ త్తిని సురాపానంబు గావింపఁగా
జలజాతాస్త్రుఁడు మానినీపురుషలజ్జాత్యాగముల్ సేయఁగా
చలమారంగ నలక్ష్మి సజ్జనుల నిచ్చల పట్టి బాధింపఁగా
మలపం జాల విదే వివేక మిల? రామా! భక్తమందారమా!"	mattebhamu
"అదిరా! పిల్చినఁ బల్కవేటికి? బరాకా చాలు నింకేలఁగాఁ
గదరా! మిక్కిలి వేఁడి వేసరిలు బాగా? నీకు శ్రీజానకీ-
మదిరాక్షీ శరణంబులాన! నను బ్రేమన్ ద్రోవరా వేడ్క శ్రీ-
మదుదంచత్ర్పభుతాగుణప్రథిత! రామా! భక్తమందారమా!"	mattebhamu
"వందిం బోలి భవత్కథావళులనే వర్ణింతు నత్యంత మీ
చందం బొందఁగఁ గొందలం బుడిపి నిచ్చల్లచ్చి హెచ్చంగ నీ
వందందుం దిరుగంగబోక దయ నాయందుండు మెల్లప్పుడున్
మందప్రక్రియ మాని పూనికను రామా! భక్తమందారమా!"	saardulamu
"అకటా! తావక కావ్యభవ్యరచనావ్యాపారలీలావిలో-
లకసత్స్వాంతుఁడనైన నా పయిని నీ లక్ష్మీకటాక్షామృతం
బొకవేళం జనుదేర దేమి? దయలేదో యోగిహృత్పద్మస-
న్మకరందాసవపానకృద్భ్రమర! రామా! భక్తమందారమా!"	mattebhamu
"నతమర్త్యవ్రజవాంఛితార్థఫలదానశ్రీవిరాజన్మహో-
న్నతమందారమవంచు ధీరజను లానందంబునం దెల్ప నే
వ్రతచర్య న్నినువేఁడి వేసరితి ప్రోవన్ రావిదే నీకు స-
మ్మతమా! తెల్పుము తేటతెల్లముగ రామా! భక్తమందారమా!"	mattebhamu
"పదపద్యంబు లొనర్చి నీకొసగనో ప్రాజ్ఞుల్ నుతింపగ మీ
పదపద్మంబులు భక్తితోడ మదిలో భావింపనో? యేమిటం
గొదవే దేఁటికి జాగుచేసెదవ ? కోర్కులు దీర్పు వేవేగ! శా-
మదరాతిక్షణదాచరప్రమద! రామా! భక్తమందారమా!"	mattebhamu
"క్రతువుల్ సేసెదనంటినా బహుపదార్థంబిల్లె! సంధ్యాజప-
వ్రతముల్ సేసెదనంటినా దొరలఁ గొల్వంగావలెం గూటికై
ధృతి నిన్వేడెదనంటినా నిలువ దొక్కింతైనగానీ దయా-
మతి నన్నేగతిఁ బ్రోచెదో యెఁఱుగ రామా! భక్తమందారమా!"	mattebhamu
"తగునా పావన తావకీన పదధ్యాననిష్ఠాగరి
ష్ఠగతిన్ వర్తిలు మాకు నిప్పు డతికష్టప్రాప్తిఁ గావించి బల్
పగవానిన్ బలెఁ జూడఁగాఁ గటకటా! పాపంపు గాదోటు! జి-
హ్మగసమ్రాట్కరకంకణప్రణుత! రామా! భక్తమందారమా!"	mattebhamu
"నిను నా దైవముగా భజించుటకు నే నిత్యంబుఁ గావించు స-
జ్జనతాకర్ణరసాయనప్రకటభాస్వత్ సోములే సాక్షి నీ
వనుకంప న్ననుఁ బ్రోచుచుండుటకు నీ యైశ్వర్యమె సాక్షి నీ
మనసు న్నా మనసు న్నెఱుఁగు నిది రామా! భక్తమందారమా!"	mattebhamu
"జయమొప్పార నిను న్మదీయహృదయాబ్జాతంబునం గొల్తు నే-
రములెల్లన్ క్షమచేసి ప్రోతువనుచున్ రాఁగం జనన్ నీదు చి-
త్తము నా భాగ్య మదెట్టిదో యెఱుగ తథ్యం బిద్ధసంగ్రామధా-
మమహాకాయవిరామశాతశర! రామా! భక్తమందారమా!"	mattebhamu
"జయ! నారాయణ! భక్తవత్సల! హరే! శౌరే! జగన్నాయకా
జయ! సీతాహృదయేశ! శేషశయనా! శశ్వద్దయాసాగరా!
జయ! పీతాంబర! రామచంద్ర! జలదశ్యామాంగ! విష్ణో! నిరా-
మయ! లీలామనుజావతారధర! రామా! భక్తమందారమా!"	mattebhamu
"సరసప్రస్తుత కూచిమంచికులభాస్వద్వార్ధిరాకాసుధా-
కరుఁడన్ గంగనమంత్రినందనుఁడ! రంగత్తిమ్మభూమండలే-
శ్వరపర్యార్పిత “బేబదల్” బిరుదవిస్ఫాయజ్జగన్నాథనా
మ రసజ్ఞుండను బ్రోవు మెప్డు నను రామా! భక్తమందారమా!"	mattebhamu
"శ్రీకైలాస మహామహీధర శిరఃశృంగాటకాంచన్మణి-
ప్రాకారాంతర చంద్రకాంత రజతప్రాసాదశుద్ధాంత సిం-
హాకారోన్నతహేమపీఠమునఁ గొల్వైయుండు నిన్నెన్నెదన్
రాకాచంద్రనిభప్రభాకలిత! భర్గా! పార్వతీవల్లభా!"	saardulamu
"క్షితినంభోనిధి కర్ఘ్యమిచ్చు క్రియ భక్తిన్బద్మినీభర్త కా-
రతి యర్పించు తెఱంగున న్బహుతరబ్రహ్మాండసంత్రాతకున్
శతకంబొక్కటి గూర్చి నీ కొసగెద న్సంరూఢిఁ గైకొమ్ము నా
కృతి సంస్తుత్యలసద్గుణాభరణ! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"శుక శాండిల్య మృకండుజాత్రి కలశీసూనుల్ భరద్వాజ శౌ-
నక వాల్మీకి వసిష్ఠ గర్గ భృగు మాండవ్యాజసంభూత కౌ-
శిక కణ్వాది మహర్షిశేఖరులు నిన్ జింతింపఁగా లేరు, కొం-
కక నేనెంతటివాఁడ నిన్బొగడ భర్గా! పార్వతీవల్లభా!"	mattebhamu
"వరకౌండిన్యసగోత్రపాత్రుని యశోవర్ధిష్ణునిం గుక్కుటే-
శ్వరకారుణ్యకటాక్షలబ్ధ కవితాసామ్రాజ్యధౌరేయునిన్
స్థిరపుణ్యుండగు గంగమంత్రిసుతునిన్ దిమ్మప్రధానేంద్రునిన్
గరుణన్బ్రోవుము కూచిమంచికులు భర్గా! పార్వతీవల్లభా!"	mattebhamu
"ప్రచురత్వంబుగ నెంతు నాత్మనెపుడు న్బ్రత్యూహసంశాంతికై
విచలత్కర్ణసమీరదూరిత మహావిఘ్నంబుభృజ్జాలునిన్
రుచిరాస్వాంబురుహస్రవన్మదజలప్రోత్సాహ లీలాముహుః
ప్రచురద్భృంగకులున్ గణాధిపుని భర్గా! పార్వతీవల్లభా!"	mattebhamu
"వేమాఱున్ భవదీయ పావనకళావిఖ్యాతకావ్యక్రియా-
సామీచీన్య హృదంతరాళకవిరాట్సంక్రదనశ్రేణికిన్
సామర్థ్యం బొనగూర్చి మంచినుడువుల్ సంప్రీతి నొందించు వా-
గ్భామారత్నము లీలమై నిలిచి భర్గా! పార్వతీవల్లభా!"	saardulamu
"చిరభక్తిన్మదిలో భవద్వ్రతముగాఁ జింతింతు నశ్రాంతమున్
బరవాది ప్రమథద్విపేంద్రపదవీపంచాననశ్రేష్ఠు బం-
ధురతేజోనిధి దెందులూరికులపాథోరాశిరాకానిశా-
కరునిన్ లింగయసద్గురూత్తముని భర్గా! పార్వతీవల్లభా!"	mattebhamu
"పులితోల్ముమ్మొనవాలు పాఁపతొడవుల్ భూత్యంతరాగంబు పు-
న్కలపేర్లెక్కువకన్ను నీలగళమున్ గంగావతంసంబు క్రొ-
న్నెలపూ వద్రిసుతాసమన్వయము విన్కీల్గంటు లేజింకయున్
గల నీ మూర్తిఁ దలంతు నెప్పుడును భర్గా! పార్వతీవల్లభా!"	mattebhamu
"హర! మృత్యుంజయ! చంద్రశేఖర! విరూపాక్షా! మహాదేవ! శం-
కర! భూతేశ! మహేశ! రుద్ర! మృడ! గంగాజూట! గౌరీమనో-
హర! సర్వజ్ఞ! బిలేశయాభరణ! శర్వా! నీలకంఠా! శివా!
కరిచర్మాంబర! యంచు నెంతు నిను భర్గా! పార్వతీవల్లభా!"	mattebhamu
"జగదీశాయ నమోస్తు తే భగవతే చంద్రావతంసాయ ప-
న్నగహారాయ శివాయ లోకగురవే నానామరుద్రూపిణే
నిగమాంతప్రతిపాదితాయ విలసన్నిర్వాణనాథాయ ధీ-
రగుణాఢ్యాయ యటంచు మ్రొక్కిడుదు భర్గా! పార్వతీవల్లభా!"	mattebhamu
"వ్రతముల్ దేవగురుద్విజార్యపదసేవల్ వైశ్వదేవాది స-
త్క్ర తుహోమాదులు దానధర్మములు వైరాగ్యప్రచారంబు లా-
శ్రితరక్షావిధు లించుకే నెఱుఁగ నీ చిత్తంబు నా భాగ్య మే-
గతి రక్షించెదొ కాని నన్నిఁకను భర్గా! పార్వతీవల్లభా!"	mattebhamu
"మరుదర్కేందుకృశానుయజ్వ గగనాంభకుంభినీమూర్తి నం-
బరకేశున్ శరణాగతార్తిహరణు న్బాలేందుచూడామణిన్
ధరణీభృత్తనయాస్తనద్వయమిళిత్కస్తూరికాపంకసం-
కరదోరంతరు నిన్ భజించెదను భర్గా! పార్వతీవల్లభా!"	mattebhamu
"మిహిరప్రోద్భవఘోరకింకరసమున్మేషోరగశ్రేణికా
విహగోత్తంస మశేషదోషపటలీవేదండకంఠీరవం
బహితక్రూరగణాటవీహుతవహంబైనట్టి పంచాక్షరం
బహహా! కల్గెను నాకు భాగ్యమున భర్గా! పార్వతీవల్లభా!"	mattebhamu
"నృపసేవా పరకామినీ పరధన ప్రేమాతిరేకంబు లొ-
క్కపుడుం గూర్పక తావకీన పదపద్మారాధనేచ్ఛారతుల్
కృప దైవాఱ నొసంగి భక్తవరుగా నేప్రొద్దు నన్బ్రోవుమీ
కపటారాతినిశాటసంహరణ! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"అభవున్ శాశ్వతు నాద్యు నక్షయుని నవ్యక్తుం బరేశు న్మహా-
ప్రభు నాద్యంతవిహీను భూతమయు సర్వజ్ఞున్ గుణాతీతుఁ బ-
ద్మభవాండోదరు నాత్మరూపభవు నద్వంద్వుం జిదానందునిన్
రభసంబొప్పఁ దలంతు నిన్నె్పుడు భర్గా! పార్వతీవల్లభా!"	mattebhamu
"తనర న్నిన్మదినెంతు నెప్పుడును నా దైవంబుగా దాతఁగా
జనకుంగాఁ జెలికానిగా గురువుఁగా సద్బంధుగా నన్నఁగా
ఘననిక్షేపముగా మహాప్రభునిగాఁ గల్యాణసంధాయిగా
గనకోర్వీధరకార్ముకోల్లాసిత భర్గా! పార్వతీవల్లభా!"	mattebhamu
"ప్రతివారంబు శివోహమస్మి యనుచు న్భావింతు గంగాధర-
స్తుతులెల్లప్పుడుఁ జేతు శంకరకథల్ సొంపార నాలింతు నా-
యుతబుద్ధిన్ జగమెల్ల నీశ్వరమయం బంచు న్విచారింతు నే-
గతి రక్షించెదొ కాని నీవు నను భర్గా! పార్వతీవల్లభా!"	mattebhamu
"పురుహుతాగ్నిపరేతరాట్పలభుగంభోదీశవాతార్థపాం
బరకేశాబ్జభవాచ్యుతాదిక మహాబర్హిర్ముఖానేకభా-
స్వరకార్తస్వరవిస్ఫురన్మకుట శశ్వత్పద్మరాగప్రభో-
త్కరనీరాజిత పాదపంకరుహ! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"వ్యాకీర్ణాచ్ఛజటాటవీతటనితాంతాలంబితోద్యత్తమి-
స్రాకాంతప్రథితప్రభాసముదయాశ్రాంతప్రఫుల్లన్మహా-
నాకద్వీపవతీవినిర్మిలజలాంతర్భాగభాగ్దివ్యరే-
ఖాకాంతోత్పలకైరవప్రకర! భర్గా! పార్వతీవల్లభా!"	saardulamu
"సతతానందితసర్గ! సర్వసుమనస్సంస్తుత్యసన్మార్గ! యూ-
ర్జితకారుణ్యనిసర్గ! రాజతధరిత్రీభృన్మహాదుర్గ! హృ-
త్కుతుకాలింగితదుర్గ! సంహృతసమిద్ఘోరద్విషద్వర్గ! సం-
యతనీరంధ్రసుఖాపవర్గ! జయ! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"పురరక్షఃపటుతూల హవ్యవహ! విస్ఫూర్జద్రురుక్రూరగో-
పరిపంథిక్షణదాచరోరగ మహాపక్షీంద్ర! ఘోరాంధకా-
సురగంధద్విరదేంద్ర పంచముఖ! యక్షుద్రప్రభావోల్లస-
త్కరిలేఖద్విషదభ్ర గంధవహ! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"అమరాహార్యము విల్లుగా ఫణికులాధ్యక్షుండు తన్మౌర్విగాఁ
గమలాధీశుఁడు తూపుగా, నిగమముల్ గంధర్వముల్ గాఁగ స-
ర్వమహీచక్రముఁ దేరుఁజేసి విధి సారథ్యంబు మీఱం బరా-
క్రమలీలన్ దిగప్రోళ్ళఁ గూల్చితివి భర్గా! పార్వతీవల్లభా!"	mattebhamu
"కోటీరాంగదమేఖలాఘనతులాకోటీ కవాటీనట-
ద్ఘోటీ హాటకపేటికాభటవధూకోటీ నటాందోళికా-
వీటీ నాటకచేటికాంబరతతుల్ వే చేకుఱు న్నిన్నిరా-
ఘాటప్రౌఢి భజించు ధన్యులకు భర్గా! పార్వతీవల్లభా!"	saardulamu
"కంఠేకాలుఁడటంచు నిన్నెపుడు లోకవ్రాత మగ్గింప వై-
కుంఠేంద్రాంబుజసంభవప్రముఖులం గోలాహలప్రక్రియం
గుంఠీభూతులఁ జేయు దుర్భయదకాకోలంబు హేలాగతిన్
గంఠాగ్రంబునఁ బూనినాఁడవట! భర్గా! పార్వతీవల్లభా!"	saardulamu
"నిను డెందంబునఁ జీరికిం గొనక వాణీనాథజంభద్విష-
ద్దనుజారిప్రముఖాఖిలామరతతిన్ దట్టంబుగాఁ గూర్చి యా-
మున జన్నంబొనరించు దక్షుని దురాత్ము న్వీరభద్రోగ్రసం-
హననం బూని వధించితౌరా! భళి! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"కిరిహంసాకృతులూని వెన్నుఁడును బంకేజాతగర్భుండు నీ
చరణంబుల్ శిరము న్గనం దలఁచి నిచ్చల్భోగిలోకంబు పు-
ష్కరమార్గంబును రోసి కానక నిరాశం జెందుచో వారలం
గరుణం బ్రోవవె లింగమూర్తివయి! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"తరమే యేరికిఁ దావకీన ఘననిత్యశ్రీవిలాసక్రియల్
గరిమ న్దెల్పఁగ? దారుకావనిని లోకఖ్యాతిగా వర్ణివై
పరమానందరసార్ద్రమానసుఁడవై పల్మారు గ్రీడించితౌ
నరుదార న్మునిదారలం గలిసి భర్గా! పార్వతీవల్లభా!"	mattebhamu
"హరికన్న న్మరి దైవ మెవ్వఁడును లేఁడంచు న్భుజంబెత్తి ని-
ర్భరగర్వోద్ధతిఁ గాశికానగరిలోఁ బల్మాఱు వాదించు ని-
ష్ఠురవాగ్దోషరతుం బరాశరసుతున్ స్రుక్కింపవే భీమవై-
ఖరి దోఃస్థంభన మాచరించి మును భర్గా! పార్వతీవల్లభా!"	mattebhamu
"దనుజారాతి మృదంగము న్నలువ కైతాళంబు గోత్రాహితుం-
డెనయ న్వేణువు వాణి వీణయును వాయింపన్ రమాకాంత నే-
ర్పున గానం బొనరింప సంజతఱి వేల్పుల్మెచ్చఁగా హాళిమై
ఘనతన్ దాండవకేళి సేయుదఁట! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"నీలాంభోధరమధ్యసంస్థితతటిన్నీకాశమై విస్ఫుర-
ల్లీల న్నివ్వరిముంటి చందమున నెంతే సూక్ష్మమై పచ్చనై
చాలన్భాసిలు తేజమీవ యనుచు న్స్వాంతంబునం దెన్నుదుర్
వాలెంబున్ ఘనులైన తాపసులు భర్గా! పార్వతీవల్లభా!"	saardulamu
"గొనబార న్విటజంగమాకృతిని మున్ గొంకేది భల్లాణరా-
యని సద్మంబున కేఁగి యాతని సతి న్బ్రార్థించి యా లేమ య-
క్కునఁ జక్క న్నెలనాళ్ళబాలకుఁడవై గోమొప్పఁ గన్పట్టితౌఁ
గన నబ్రంబులు నీ విహారములు భర్గా! పార్వతీవల్లభా!"	mattebhamu
"యమరాడ్భీకరకాలపాశమథితుండై శ్వేతకేతుండు దు-
ర్దమశోకాకులచిత్తవృత్తిమెయి నిన్బ్రార్థింప వైళంబ యా
శమనుం గ్రొవ్వఱఁ దన్ని మౌనితనయున్ శశ్వద్గతిన్బ్రోవవే
కమలేశార్చితపాదపంకరుహ! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"త్రిజగద్రక్షణశక్తిఁ గోరి కమలాధీశుడు నిన్వేయిపం-
కజపత్త్రంబులఁ బూజసేయునెడ నొక్కండందులేకుండినన్
నిజనేత్రాబ్జ మతండొసంగినఁ గృప న్వీక్షించితౌఁ జక్ర మ-
క్కజ మొప్పారఁగ నిచ్చి యేలుకొని భర్గా! పార్వతీవల్లభా!"	mattebhamu
"చిరుతొండండను భక్తునింటికి హొయల్ చెన్నార వేంచేసి త-
ద్వరపుత్రున్ దునిమించి నంజుడుతునె ల్వండించి భక్షించుచో
సిరియొప్ప న్నిజమూర్తిఁ జూపి యతనిన్ జేపట్టి రక్షింపవే
కరిదైత్యాధమగర్వనిర్మథన! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"విజయుం డుగ్రవిపక్షశిక్షణకళావృత్తి న్మిముం గోరి య-
క్కజమొప్పన్ దప మింద్రకీలశిఖరిన్ గావించుచో బోయవై
విజయఖ్యాతిగఁ బోరి పాశుపతమీవే వాని కిష్టంబుగా
రజతక్షోణిధరాగ్రసద్భవన! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"తనకున్ మిక్కిలి ముజ్జగంబుల కిఁకన్ దైవంబు లేఁడంచుఁ బా-
యని దర్పంబున దైత్యదానవమునీంద్రామర్త్యసంసత్పదం-
బున వాదించు విరించి పంచమమహామూర్ధంబు ఖండింపవే
కన నత్యుద్ధతభైరవాకృతిని భర్గా! పార్వతీవల్లభా!"	mattebhamu
"సకలాధీశుఁడ వెన్న నీవొక్కఁడవే సత్యంబు సత్యంబు కొం-
చక యంతర్బహిరుజ్జ్వలద్భువనరక్షాదీక్షఁ గాకోల ము-
త్సుకతం గంఠమునందుఁ దాల్చితివి మెచ్చుల్మీఱఁ గ్రూరాత్ములై
యకటా! మూఢు లెఱుంగఁజాలరిది భర్గా! పార్వతీవల్లభా!"	mattebhamu
"ఏరీ నీ కెనయైన దైవతములీ యీరేడులోకంబులన్
గారామారమృకండుసూనుఁడు మహోగ్రక్రూరమృత్యువ్యథా
భీరుండై శరణన్న మిత్తి నపుడే పెంపార్చి రక్షించిత-
య్యారే! శాశ్వతజీవిగా నతని భర్గా! పార్వతీవల్లభా!"	saardulamu
"లోకశ్రేణికి నీవె కర్త వను టాలోకింప నిక్కంబెపో
వైకుంఠాధిపుఁడైన శౌరి దినరాడ్వంశంబునన్ రాఘవుం-
డై కన్పట్టి జగద్ధితంబుగ నసంఖ్యన్ శంభులింగంబులన్
వ్యాకీర్ణేచ్ఛఁ బ్రతిష్ఠ చేసెఁ గద భర్గా! పార్వతీవల్లభా!"	saardulamu
"శిలలన్ఱొప్పియుఁ జెప్పుఁగాలను గడున్జిత్రంబుగాఁ ద్రొక్కియున్
వెలివెట్టించియుఁ గుంటెనల్నడపియు న్వే రోఁకటం గ్రుమ్మియు
న్నిలయద్వారమునందుఁ గాఁపునిచియున్ నీవారలైనారు వా-
రల భాగ్యం బిఁక నేమిచెప్పనగు? భర్గా! పార్వతీవల్లభా!"	mattebhamu
"అజినంబు న్వృషఘోటియుం బునుకలు న్హాలాహలంబు న్మహా-
భుజగంబు ల్శవభస్మము ల్గొఱలఁగా భూతాళితో నుండియున్
ద్రిజగన్మంగళదాయకాకృతిఁ గడున్ దీపించు టబ్రం బహా
రజనీనాథకళాశిరోభరణ! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"డాయన్రాద యటండ్రు మాదృశులు చండాలాదుల న్డాసినన్
బాయుం బుణ్యచయంబులంచుఁ జదువు ల్పల్కంగ నీ వయ్యయో
బోయం డెంగిలిమాంసమిచ్చుటకు లోబుల్పూని చేకొంటి వే
ప్రాయశ్చిత్తము కద్దు దీనికిఁక? భర్గా! పార్వతీవల్లభా!"	saardulamu
"భంజించుం గద! ఘోరదుష్కృతతతిన్ భస్మత్రిపుండ్రంబుల-
న్మంజుశ్రీలలితాక్షమాలికలఁ బ్రేమం బూని సద్భక్తి నీ-
కుం జేమోడ్చు మహానుభావుఁ డెపుడుం కుక్షిస్థలప్రోల్లస-
త్కంజాతప్రభవాండభాండచయ! భర్గా! పార్వతీవల్లభా!"	saardulamu
"శ్రీశైలంబును గుంభఘోణమును గాంచీస్థాన కేదారముల్
కాశీ ద్వారవతీ ప్రయాగములు నీలక్ష్మాధరావంతికల్
లేశంబున్ ఫలమీవు నిన్నెపుడు హాళిం గొల్వలేకున్నచోఁ
గాశాకాశధునీఘనాభరణ! భర్గా! పార్వతీవల్లభా!"	saardulamu
"కావేరీ సరయూ మహేంద్రతనయా గంగా కళిందాత్మజా
రేవా వేత్రవతీ సరస్వతుల కర్థిం బోవఁగానేల నీ
సేవాసంస్మరణార్చనాదు లెపుడున్ సిద్ధించు మర్త్యాళికిన్
గ్రైవీభూతభుజంగమప్రవర! భర్గా! పార్వతీవల్లభా!"	saardulamu
"అరిషడ్వర్గముఁ దోలి సర్వహితులై యష్టాంగయోగక్రియా-
పరులై గాడ్పుజయించి ముద్రవెలయన్ బ్రహ్మంబునీక్షించి వా-
విరి సోహమ్మని యెంచుచుండెడి మహావేదాంతులౌ యోగిశే-
ఖరులెల్లన్ మిముఁ గాంచుచుండ్రు గద! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"తలపోయన్ దిలజాలకాంతరమహాతైలంబు చందానఁ బూ-
సలలో దారము పోల్కి నాత్మమయతన్ సర్వాంతరస్థాయివై
విలసల్లీలల నిండియుండుకొను నిన్వీక్షంపఁగా నేర్చువా-
రలె ధన్యుల్ గద ముజ్జగంబులను భర్గా! పార్వతీవల్లభా!"	mattebhamu
"ఏణాంకుండొకఁడై పయోఘటములందెల్ల న్బహుత్వంబుచే
రాణం బొల్చు తెఱంగునం బృథుతరబ్రహ్మాండభాండాంతర
ప్రాణిశ్రేణులయందు నీవొకఁడవే రాణింతువౌ సర్వగీ-
ర్వాణస్తుత్యచరిత్ర! యాత్మమయ! భర్గా! పార్వతీవల్లభా!"	saardulamu
"ఓంకారప్రముఖాక్షరోచ్చరణసంయోగంబు గావేన్ముఖా-
లంకారార్థము శబ్దబిందుకళలున్ లక్ష్యప్రయోగక్రియల్
పొంకంబౌ గురుమార్గముల్ యతిగతిం బో దుష్కృతిం బోలి సా-
హంకారుండయి ప్రాకృతుండు చెడు భర్గా! పార్వతీవల్లభా!"	saardulamu
"అకలంకం బతులం బఖండ మమృతం బానందకందం బనూ-
నక మాద్యంతవిహీన మక్షర మనంతం బప్రమేయం బరూ-
పక మవ్యక్త మచింత్య మద్వయమునౌ బ్రహ్మంబు నీవంచుఁ గొం-
కక లోఁ గన్గొనువారు బల్లిదులు భర్గా! పార్వతీవల్లభా!"	mattebhamu
"ఆకుల్ మెక్కదె మేఁక? చెట్టుకొననొయ్యన్ వ్రేలదే పక్షి? పె-
న్గాకుల్ గ్రుంకవె నీట? గాలిఁ గొనదే నాగంబు? బల్గొందులన్
ఘూకం బుండదె? కోనలం దిరుగదే క్రోడంబు? నిన్గాంచినన్
గాకిన్నింటను ముక్తి చేకుఱునె? భర్గా! పార్వతీవల్లభా!"	saardulamu
"ధర మృద్దారుశిలామయప్రతిమలన్ దైవంబు లంచుం బర-
స్పరవాదంబులఁ బోరుచున్ నిబిడసంసారాంధులై మేలు చే-
కుఱకే మగ్గములోని కండెల గతిన్ ఘోరార్తులై ప్రాకృతుల్
కరముం జచ్చుచుఁ బుట్టుచుంద్రు గద! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"జననీగర్భమహామహోగ్రనరకస్థానవ్యథం గొన్నినా-
ళ్లెనయన్ బాల్యకుమారతాదశలఁ గొన్నేడుల్ వధూమీనకే-
తనగేహభ్రమఁ గొన్నినాళ్ళు ఘనవృద్ధప్రాప్తిఁ గొన్నేళ్ళుఁ బా-
యని దుఃఖంబులఁ బ్రాణి గుందుఁ గద? భర్గా! పార్వతీవల్లభా!"	mattebhamu
"కేదారాదిక పుణ్యభూముల కశక్తిం బోవఁగారాదు; బల్
పేదర్కంబున దానధర్మవిధు లోలిం జేయఁగారాదు గా-
కేదే నొక్కతఱిన్ సమస్తభువనాధీశున్ నినుం గొల్వఁగా
రాదో? కానరుగాక దుర్మతులు భర్గా! పార్వతీవల్లభా!"	saardulamu
"తరుణీశుంభదురోజకుంభములపై ధమ్మిల్లబంధంబుపైఁ
గరమూలంబులపైఁ గపోలములపైఁ గందోయిపై మోముపై
నిరతంబున్ విహరించు చిత్త మెపుడున్ నీయందొకప్డేనిఁ జే-
ర్పరుగా మూఢు లదేమిదుష్కృతమొ? భర్గా! పార్వతీవల్లభా!"	mattebhamu
"మిము నొక్కప్పుడుఁ గొల్వనేరక వృథామిథ్యాప్రచారంబులం-
గములై వాఁగులయందు నెల్ల మునుగంగాఁ బుణ్యము ల్సేరునే?
తమి నశ్రాంతము నీటఁ గ్రుంకులిడి యేధర్మంబు లార్జించెనో
కమఠగ్రాహఢులీకుళీరములు! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"హరి దైవంబు విరించి సర్వభువనాధ్యక్షుండు బృందారకే-
శ్వరుఁడాఢ్యుండు హుతాశనుండు పతి భాస్వంతుండు వేల్పండ్రు
లో నరయ న్నేరరుగా ‘శివాత్పరతరం నాస్తీ’తివాక్యార్థ మే-
కరణిం గోవిదులైరొ కాని మఱి! భర్గా! పార్వతీవల్లభా!"	mattebhamu
"వేయేనూఱుపురాణముల్ సదివినన్ వేదాంతముల్ గన్న నా-
మ్నాయంబుల్ పరికించినన్ స్మృతులు వేమాఱుల్ విమర్శించిన
న్నీయం దాఢ్యత దోఁచుచున్నయదివో నిక్కంబు భావింపఁగా
గాయత్రీపతివై తనర్చుటను భర్గా! పార్వతీవల్లభా!"	saardulamu
