id	poem	meter	class	author	genre	satakam	satakam_te	meter_source	meter_confidence	meter_margin	verifier_valid	n_lines	seesa_tail	seesa_tail_abbr
pdy-Bharga-037	సకలాధీశుఁడ వెన్న నీవొక్కఁడవే సత్యంబు సత్యంబు కొం-\nచక యంతర్బహిరుజ్జ్వలద్భువనరక్షాదీక్షఁ గాకోల ము-\nత్సుకతం గంఠమునందుఁ దాల్చితివి మెచ్చుల్మీఱఁ గ్రూరాత్ములై\nయకటా! మూఢు లెఱుంగఁజాలరిది భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-038	ఏరీ నీ కెనయైన దైవతములీ యీరేడులోకంబులన్\nగారామారమృకండుసూనుఁడు మహోగ్రక్రూరమృత్యువ్యథా\nభీరుండై శరణన్న మిత్తి నపుడే పెంపార్చి రక్షించిత-\nయ్యారే! శాశ్వతజీవిగా నతని భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-039	లోకశ్రేణికి నీవె కర్త వను టాలోకింప నిక్కంబెపో\nవైకుంఠాధిపుఁడైన శౌరి దినరాడ్వంశంబునన్ రాఘవుం-\nడై కన్పట్టి జగద్ధితంబుగ నసంఖ్యన్ శంభులింగంబులన్\nవ్యాకీర్ణేచ్ఛఁ బ్రతిష్ఠ చేసెఁ గద భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-041	అజినంబు న్వృషఘోటియుం బునుకలు న్హాలాహలంబు న్మహా-\nభుజగంబు ల్శవభస్మము ల్గొఱలఁగా భూతాళితో నుండియున్\nద్రిజగన్మంగళదాయకాకృతిఁ గడున్ దీపించు టబ్రం బహా\nరజనీనాథకళాశిరోభరణ! భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-042	డాయన్రాద యటండ్రు మాదృశులు చండాలాదుల న్డాసినన్\nబాయుం బుణ్యచయంబులంచుఁ జదువు ల్పల్కంగ నీ వయ్యయో\nబోయం డెంగిలిమాంసమిచ్చుటకు లోబుల్పూని చేకొంటి వే\nప్రాయశ్చిత్తము కద్దు దీనికిఁక? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-043	భంజించుం గద! ఘోరదుష్కృతతతిన్ భస్మత్రిపుండ్రంబుల-\nన్మంజుశ్రీలలితాక్షమాలికలఁ బ్రేమం బూని సద్భక్తి నీ-\nకుం జేమోడ్చు మహానుభావుఁ డెపుడుం కుక్షిస్థలప్రోల్లస-\nత్కంజాతప్రభవాండభాండచయ! భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-044	శ్రీశైలంబును గుంభఘోణమును గాంచీస్థాన కేదారముల్\nకాశీ ద్వారవతీ ప్రయాగములు నీలక్ష్మాధరావంతికల్\nలేశంబున్ ఫలమీవు నిన్నెపుడు హాళిం గొల్వలేకున్నచోఁ\nగాశాకాశధునీఘనాభరణ! భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-045	కావేరీ సరయూ మహేంద్రతనయా గంగా కళిందాత్మజా\nరేవా వేత్రవతీ సరస్వతుల కర్థిం బోవఁగానేల నీ\nసేవాసంస్మరణార్చనాదు లెపుడున్ సిద్ధించు మర్త్యాళికిన్\nగ్రైవీభూతభుజంగమప్రవర! భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-047	తలపోయన్ దిలజాలకాంతరమహాతైలంబు చందానఁ బూ-\nసలలో దారము పోల్కి నాత్మమయతన్ సర్వాంతరస్థాయివై\nవిలసల్లీలల నిండియుండుకొను నిన్వీక్షంపఁగా నేర్చువా-\nరలె ధన్యుల్ గద ముజ్జగంబులను భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-048	ఏణాంకుండొకఁడై పయోఘటములందెల్ల న్బహుత్వంబుచే\nరాణం బొల్చు తెఱంగునం బృథుతరబ్రహ్మాండభాండాంతర\nప్రాణిశ్రేణులయందు నీవొకఁడవే రాణింతువౌ సర్వగీ-\nర్వాణస్తుత్యచరిత్ర! యాత్మమయ! భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-049	ఓంకారప్రముఖాక్షరోచ్చరణసంయోగంబు గావేన్ముఖా-\nలంకారార్థము శబ్దబిందుకళలున్ లక్ష్యప్రయోగక్రియల్\nపొంకంబౌ గురుమార్గముల్ యతిగతిం బో దుష్కృతిం బోలి సా-\nహంకారుండయి ప్రాకృతుండు చెడు భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-051	ఆకుల్ మెక్కదె మేఁక? చెట్టుకొననొయ్యన్ వ్రేలదే పక్షి? పె-\nన్గాకుల్ గ్రుంకవె నీట? గాలిఁ గొనదే నాగంబు? బల్గొందులన్\nఘూకం బుండదె? కోనలం దిరుగదే క్రోడంబు? నిన్గాంచినన్\nగాకిన్నింటను ముక్తి చేకుఱునె? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-052	ధర మృద్దారుశిలామయప్రతిమలన్ దైవంబు లంచుం బర-\nస్పరవాదంబులఁ బోరుచున్ నిబిడసంసారాంధులై మేలు చే-\nకుఱకే మగ్గములోని కండెల గతిన్ ఘోరార్తులై ప్రాకృతుల్\nకరముం జచ్చుచుఁ బుట్టుచుంద్రు గద! భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-054	కేదారాదిక పుణ్యభూముల కశక్తిం బోవఁగారాదు; బల్\nపేదర్కంబున దానధర్మవిధు లోలిం జేయఁగారాదు గా-\nకేదే నొక్కతఱిన్ సమస్తభువనాధీశున్ నినుం గొల్వఁగా\nరాదో? కానరుగాక దుర్మతులు భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-055	తరుణీశుంభదురోజకుంభములపై ధమ్మిల్లబంధంబుపైఁ\nగరమూలంబులపైఁ గపోలములపైఁ గందోయిపై మోముపై\nనిరతంబున్ విహరించు చిత్త మెపుడున్ నీయందొకప్డేనిఁ జే-\nర్పరుగా మూఢు లదేమిదుష్కృతమొ? భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-057	హరి దైవంబు విరించి సర్వభువనాధ్యక్షుండు బృందారకే-\nశ్వరుఁడాఢ్యుండు హుతాశనుండు పతి భాస్వంతుండు వేల్పండ్రు\nలో నరయ న్నేరరుగా ‘శివాత్పరతరం నాస్తీ’తివాక్యార్థ మే-\nకరణిం గోవిదులైరొ కాని మఱి! భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-058	వేయేనూఱుపురాణముల్ సదివినన్ వేదాంతముల్ గన్న నా-\nమ్నాయంబుల్ పరికించినన్ స్మృతులు వేమాఱుల్ విమర్శించిన\nన్నీయం దాఢ్యత దోఁచుచున్నయదివో నిక్కంబు భావింపఁగా\nగాయత్రీపతివై తనర్చుటను భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-059	ఆఘంటాపథపద్ధతిన్ శివశివే త్యాలాపసంశీలులై\nరేఘస్రంబులు ద్రోచు పుణ్యతము లుర్విన్ బ్రహ్మహత్యాద్యనే-\nకాఘౌఘంబులు వాసి తావకపదప్రాప్తిన్ విడంబింతురౌ\nద్రాఘిష్ఠప్రభుతాగుణోల్లాసన! భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-061	మిము సేవించుటచేతఁ గాదె చిరలక్ష్మీసంగతుల్ శౌరికిన్\nనముచిద్వేషికి శాశ్వతస్థితమహానాకాధిపత్యంబు వా-\nగ్రమణీభర్త కశేషసృష్టిరచనాప్రావీణ్యమున్ గల్గె నీ\nక్రమ మజ్ఞుల్ గనలేరు గాని భువి భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-062	వాణీశాంబుజలోచనప్రముఖ గీర్వాణార్చితాంఘ్రిద్వయున్\nక్షోణీభాగశతాంగునిన్ గజహరున్ శ్రుత్యంతవేద్యున్ నినున్\nబాణాదిప్రమథోత్తముల్ గొలిచి మేల్పట్టూనిరౌ సంతత-\nప్రాణివ్యూహమనోంబురుడ్భవన! భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-063	దారిద్ర్యంబు దొలంగు మృత్యువెడలున్ దవ్వౌనఘవ్రాతము\nల్ఘోరవ్యాధులు గండదోషము లడంగున్ జారచోరవ్యథల్\nదూరంబౌ నహితానలగ్రహగణార్తుల్ వీడు నిక్కంబు నీ\nకారుణ్యం బొకయింత గల్గునెడ భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-065	అమరం ద్వత్పదపంకజాతయుగళధ్యానక్రియాశ్రాంతసం-\nభ్రమలీలన్ విలసిల్లు డెంద మొరులన్ బ్రార్థింపఁగా నేర్చునే?\nసుమనోనిర్ఝరిణీసువర్ణకమలస్తోమాసవాలంపట\nభ్రమరం బేఁగునే తుమ్మకొమ్మలకు భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-066	శివుఁ జూడం దగదండ్రు గొందఱధముల్ చిత్రంబు తారెన్నఁడు\nన్రవిచంద్రాగ్నిగృహిక్షమాపవననీరవ్యోమముల్ నీ స్వరూ-\nపవిశేషంబు లటంచుఁ దెల్ప వినరో భావింప నమ్మూర్ఖపుం\nగవు లెల్లం దదధీనతన్ మనరొ భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-068	నానాద్వీపధరాధురావహనమాన్యస్ఫారబాహాబలా-\nనూనఖ్యాతిసమేతులైన శశిబిందుక్ష్మాతలేశాదిక\nక్ష్మానాథు ల్చనిపోవుట ల్దెలియరో సత్యంబులా దేహముల్?\nకానంజాలరు గాక దుర్నృపులు భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-069	చవిలెల్ కాసులు వీసముల్ గొని యథేచ్చాలీలలం బ్రేలు దు-\nష్కవుల న్మెచ్చుచు భవ్యకావ్యఘటనాశాలుల్ ప్రసంగించుచో\nనవివేకక్షితినాయకాధమవరుల్ హాస్యోక్తులం బొల్తురౌ\nకవితాసార మెఱుంగకుండుటను భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-070	చెలుల న్బంధుల విప్రులన్ బ్రజల దాసీభృత్యమిత్రాదులం\nగల విత్తంబులు వృత్తులుం గొని కడున్ గారింతు రధ్యక్షతం\nదలపంజాల రదేమొ మీఁదటికథల్ దర్పాంధకారాంధులై\nకలనైనన్ మహిభృద్దురాత్మకులు భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-071	మన్నెల్లం దమ సొమ్మటంచు వసుధామర్త్యోత్తమక్షేత్రముల్\nకన్నారం గని యోర్వలేక దిగమ్రింగం జూతు రల్పప్రభుల్\nవెన్నప్పంబులొ బూరెలొ వడలొ భావింపంగ నొబ్బట్లొకో\nయన్నా! యెన్నఁగ వారిపాలి కవి? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-072	ప్రజలం గాఱియఁబెట్టి పెట్టియల నర్థంబెప్పుడు న్నించుచున్\nద్విజవిద్వత్కవివందిగాయకుల కేదే నొక్కటీలేక య-\nక్కజమొప్పం బలుమూలలం దిరుగు భూకాంతాంళికిం గీర్తిధ-\nర్మజయౌద్ధత్యము లేక్రియం గలుగు? భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-073	ఆజిన్ వైరివరూధినీమథనదీక్షారూఢిఁ గ్రాలన్ వలెన్\nభోజుం బోలి సమస్తయాచకతతిం బోషించుచుండన్ వలెన్\nతేజం బెప్పుడు నుర్విలోఁ బ్రజకుఁ జెందింపన్ వలెన్ గానిచో\nరాజా వాఁడు? తరాజు గాక! భువి, భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-074	తేజంబొప్పఁ బురాకృతంబున జగద్ధ్యేయత్వదంఘ్రిద్వయీ-\nపూజాపుణ్యఫలంబునం దమరిటుల్ భూపత్వముం గంటకున్\nవ్యాజంబూని కడుం జెడంగవలెనా యాలింపరా యీ నృపుల్\n‘రాజాంతే నరకం వ్రజే’త్తనుట? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-075	కవివిద్వద్ధరణీసుధాశనవరుల్ కార్యార్థులై యొద్ద డా-\nసి వడిం జేతులు దోయిలించుకొని యాశీర్వాదముల్సేయ నె-\nక్కువదర్పంబున నట్టిట్టుం బొరలకే కొర్మ్రింగినట్లుండ్రుగా\nరవళిం దుర్నృపు లేమి యీఁగలరొ భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-076	గాజుంబూస యనర్ఘరత్నమగునా? కాకంబు రాయంచయౌ-\nనా? జోరీఁగ మధువ్రతేంద్రమగునా? నట్టెన్ము పంచాస్యమౌ-\nనా? జిల్లేడు సురావనీజమగునా? నానాదిగంతంబులన్\nరాజౌనా ఘనలోభిదుర్జనుఁడు? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-077	కోపం బెక్కువ, తాల్మి యిల్ల, పరుషోక్తుల్ పెల్లు, సత్యంబు తీల్,\nకాపట్యంబు ఘనంబు, లోభము నహంకారంబు దట్టంబు, హృ-\nచ్చాపల్యం బధికంబు, ద్రోహ మతివిస్తారంబు, ఛీ! యిట్టి దు-\nర్వ్యాపారప్రభు లేరిఁ బ్రోతు రిఁక? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-078	హృద్వీథిం గనరుం దిరస్కృతియు బిట్టేపార నొక్కప్పుడున్\nసద్వాక్యంబును దర్శనం బిడని రాజశ్రేణి కాశింతురౌ\n‘విద్వద్దండ మగౌరవం’ బను స్మృతుల్ వీక్షింపరా దుర్నృపా-\nగ్రద్వారంబుల వ్రేలు పండితులు భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-079	అపవర్గం బొనగూడునో చిరసుఖాహ్లాదంబు చేకూరునో\nజపహోమాధ్యయనార్చనాదిక మహాషట్కర్మము ల్డించి దు-\nష్కపటోపాయవిజృంభమాణధరణీకాంతాధమాగారని-\nష్కపటభ్రాంతి జరింతు రార్యు లిల భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-080	అకటా! జుత్తెఁడు పొట్టకై కృపణమర్త్యాధీశగేహాంగణా-\nవకరక్షోణిరజశ్ఛటావిరతసంవ్యాప్తాంగులై క్రుంగి నె-\nమ్మొకముల్ వెల్వెలఁబాఱ వ్రేలు దురదేమో యెందులం బోవనే-\nరక ధీమజ్జను లెంతబేలలొకొ! భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-083	సుగుణోద్దామమహాకవింద్రఘటితాక్షుద్రప్రబంధావళుల్\nజగదుద్దండపరాక్రమక్రమవిరాజద్భూమిభృన్మౌళికిన్\nదగుఁ గా కల్పుల కొప్పునే? కరికి ముక్తాకాయమానంబు సొం\nపగుఁ గా కొప్పునే యూరఁబందులకు? భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-085	భువిలో మేదరసెట్టి చివ్వతడకల్ పొంకంబుగా నల్లి పె-\nన్రవళిన్ సంతలనెల్లఁ ద్రిప్పు క్రియ దైన్యంబెచ్చఁగా దుష్కవుల్\nతివుటొప్పం జెడుకబ్బపుం దడక లోలిం ద్రిప్పఁగా నద్దిరా!\nకవితల్ కాసుకు గంపెఁడయ్యెఁ గద భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-087	భువిలో నిక్కలిదోషహేతుకమునం బొల్పారి గోసంగులున్\nబవినాలు న్బలుమోటకాఁపుదొరలుం బాషండులు న్దాసరుల్\nసివసత్తుల్ నెఱబోయపెద్దలును దాసేయప్రభుల్ దుష్టకా-\nకవులు న్మీఱిరిఁకేమి చెప్పనగు? భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-089	తులువ ల్పెట్ట భుజింపలేక ధనమెంతో నెమ్మదిం గూర్చి మూ-\nలల దట్టంబుగఁ బాఁతుకొన్న నృపతు ల్వాలెంబు నిర్మోహులై\nపలుచందంబులఁ గట్టి కొట్టి మిగుల న్బాధించి రోధించుచుం\nగల సొమ్మెల్ల హరించుచుండ్రు గద! భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-092	లోకానీకమునందు దుర్గుణులు కల్ముల్ గల్గియున్నప్డు ప-\nల్గాకుల్ దార్కొని మెల్లమెల్లనె దురాలాపంబులం గేరుచుం\nగైకొం డ్రెల్లపదార్థము ల్నిజమహో కార్కూఁతలం గ్రోల్చుచు-\nన్గాకు ల్వేములఁ జేరు చందమున భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-094	పో! పో! బాఁపఁడ! దోసె డూదలిడినం బోలేక పేరాసల-\nన్వాపోఁ జాగితివేమి! నీ సదువు తిర్నామంబులో! సుద్దులో\nభూపాళంబులొ లంకసత్తెలొ బలా బొల్ల్యావుపోట్లాటలో\nకా! పాటింపనటండ్రు బాలిశులు భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bharga-096	రాలన్ దైలము తీయవచ్చు భుజగవ్రాతమ్ముల న్బేర్లఁగా\nలీల న్బూనఁగవచ్చు నంబునిధి హాళిం దాఁటఁగావచ్చు డా-\nకేల న్బెబ్బులిఁ బట్టవచ్చు విపినాగ్ని న్నిల్పఁగావచ్చు మూ-\nర్ఖాళిం దెల్పఁ దరంబె యేరికిని? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-097	ఆఁకొన్నప్పుడు వంటకంబయిన బియ్యంబైన జావైనఁ గూ-\nరాకైన న్ఫలమైన నీరమయినన్ హాళిం గల ట్లిచ్చుచున్\nజేకోనౌఁ బరదేశులం గృహులకు న్సిద్ధంబు గావింప ఛీ!\nకాకున్న న్మఱి యేఁటికొంప లవి? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-099	కాకిన్శాశ్వతజీవిగా నునిచి చిల్కన్వేగ పోకార్చి సు-\nశ్లోకుం గొంచెపుటేండ్లలోఁ గెడపి దుష్టుం బెక్కునాళ్లుంచి య-\nస్తోకత్యాగి దరిద్రుఁ జేసి కఠినాత్మున్ శ్రీయుతుం జేయు నా-\nహా! కొంకేదిఁక నల్వచెయ్వులకు? భర్గా! పార్వతీవల్లభా!	saardulamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			false	4		
pdy-Bharga-100	ధరలో నెన్నఁగ శాలివాహనశకాబ్దంబు ల్దగ న్యామినీ-\nకరబాణాంగశశాంకసంఖ్యఁ జెలువై కన్పట్టు (సౌమ్యా)హ్వ-\nయస్ఫురదబ్దంబున నిమ్మహాశతక మేఁ బూర్ణంబు గావించి శ్రీ-\nకరలీల న్బుధులెన్న నీకిడితి భర్గా! పార్వతీవల్లభా!	mattebhamu	vruttamu	కూచిమంచి తిమ్మకవి	bhakti	Bharga	భర్గశతకము	site			true	4		
pdy-Bhaskara-001	శ్రీగల భాగ్యశాలి కడఁజేరఁగ వత్తురు తారు దారె దూ\nరాగమన ప్రయాసమున కాదట నోర్చియునైన నిల్వ ను\nద్యోగము చేసి; రత్ననిలయుండని కాదె సమస్తవాహినుల్‌\nసాగరుఁ జేరుటెల్ల ముని సన్నుత! మద్గురుమూర్తి! భాస్కరా!	vutpalamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			false	4		
pdy-Bhaskara-004	అడిగినయట్టి యాచకుల యాశలెఱుంగక లోభవర్తియై\nకడపిన ధర్మదేవత యొకానొక యప్పుడు నీదు వాని కె\nయ్యెడల; నదెట్లు పాలు తమకిచ్చునె యెచ్చటనైన లేగలన్‌\nగుడువఁగ నీనిచోఁ గెరలి గోవులు తన్నునుగాక భాస్కరా!	champakamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			false	4		
pdy-Bhaskara-005	అతిగుణహీన లోభికిఁ బదార్థము గల్గిన లేకయుండినన్‌\nమితముగఁ గాని కల్మిగల మీఁదట నైన భుజింపఁడింపుగా\nసతమని నమ్ము దేహమును సంపద; నేఱులు నిండి పాఱినన్‌\nగతుకఁగ జూచుఁ గుక్క తన కట్టడ మీఱక యెందు భాస్కరా!	champakamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			false	4		
pdy-Bhaskara-006	అదను దలంచి కూర్చి ప్రజ నాదరమొప్ప విభుండు కోరినన్‌\nగదిసి పదార్థమిత్తురటు కానగ వేగమె కొట్టి తెండనన్‌\nమొదటికి మోసమౌఁ; బొదుగు మూలముగోసినఁ బాలు గల్గునే\nపిదికినఁ గాక భూమిఁ బశుబృందము నెవ్వరికైన భాస్కరా!	champakamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			false	4		
pdy-Bhaskara-007	అనఘుని కైనఁ జేకుఱు ననర్హునిఁ గూడి చరించునంతలో\nమన మెరియంగ నప్పుడవమానము కీడు ధరిత్రియందు నే\nయనువుననైనఁ దప్పవు యదార్థము; తానది యెట్టులన్నచో\nనినుమును గూర్చి యగ్ని నలయింపదె సమ్మెటపెట్టు భాస్కరా!	champakamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			false	4		
pdy-Bhaskara-008	అలఘుగుణ ప్రసిద్ధుఁడగు నట్టి ఘనుండొకఁ డిష్టుఁడై తనున్‌\nవలచి యొకించు కేమిడినవానికి మిక్కిలి మేలుచేయుఁగా;\nతెలిసి కుచేలుఁ డొక్క కొణిదెం డడుకుల్‌ దనకిచ్చినన్‌ మహా\nఫలదుఁడు కృష్ణుఁడత్యధిక భాగ్యములాతని కీఁడె? భాస్కరా!	champakamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			false	4		
pdy-Bhaskara-009	అవనివిభుండు నేరుపరియై చరియించినఁ గొల్చువార లె\nట్లవగుణు లైననేమి? పనులన్నియుఁ జేకుఱు వారిచేతనే;\nప్రవిమలనీతిశాలి యగు రాముని కార్యము మర్కటంబులే\nతవిలి యొనర్పవే జలధి దాఁటి సురారులఁ ద్రుంచి భాస్కరా!	champakamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			true	4		
pdy-Bhaskara-011	ఆరయ నెంత నేరుపరియై చరియించిన వాని దాపునన్న్‌\nగౌరవమొప్పఁగూర్చు నుపకారి మనుష్యుఁడు లేక మేలు చే\nకూరదదెట్లు; హత్తుగడ గూడునె; చూడఁ బదాఱువన్నె బం\nగారములోన నైన వెలిగారము కూడక యున్న భాస్కరా!	vutpalamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			true	4		
pdy-Bhaskara-015	ఉరుగుణవంతుఁడొడ్లు తనకొం డపకారము చేయునప్పుడుం\nబరహితమే యొనర్చు నొకపట్టున నైనను గీడుఁ జేయగా నెఱు\nగఁడు; నిక్కమేకద యదెట్లన? గవ్వముఁ బట్టి యంతయుం\nదరువఁగఁ జొచ్చినం బెరుగుతాలిమి నీయదె వెన్న? భాస్కరా!	champakamaala	vruttamu	మారవి వెంకయ్య	niti	Bhaskara	భాస్కర శతకము	site			false	4		
