padyam_id	meter	meter_class	satakam	split	input	input_valid	reference	violated	violated_raw	edit.pos	edit.old	edit.new	edit.direction	edit.line	edit.akshara	edit.word	edit.attested	violation.paada	violation.gana	violation.akshara	violation.observed	violation.aksharas	id	edit	violation
pdy-seesamu-0156	seesamu	upajaathi	""	train	కొఱగాని పంచమకులునైన నడిగించుఁ బరదేశమూలవెంటఁ దిరుగఁజేయుఁ\nగులములో వన్నె తక్కువయై మెలంగించు మదిని హింసాంభోధిఁ గుదురుపఱచు\nసభ నాడుమాట హాస్యరసాస్పదము సేయు తెలివి యొక్కపుడైనఁ గలుగనీదు\nతివిరి సాధులఁ బట్టి తెరవాట్లు కొట్టించు గడలేని యిడుమలఁ గుడువఁజేయు	false	కొఱగాని పంచమకులునైన నడిగించుఁ బరదేశములవెంటఁ దిరుగఁజేయుఁ\nగులములో వన్నె తక్కువయై మెలంగించు మదిని హింసాంభోధిఁ గుదురుపఱచు\nసభ నాడుమాట హాస్యరసాస్పదము సేయు తెలివి యొక్కపుడైనఁ గలుగనీదు\nతివిరి సాధులఁ బట్టి తెరవాట్లు కొట్టించు గడలేని యిడుమలఁ గుడువఁజేయు	["seq"]	["corr","seq"]	36	ు	ూ	lengthen	0	19	బరదేశమూలవెంటఁ	false	1	3	25	|U|	["గ","జే","యు"]	pdy-r-00148		
pdy-seesamu-0157	seesamu	upajaathi	""	train	కూలమున కెల్ల మిక్కిలితనం బొనఁగూడు నాడినమాటయే పాడి యెసఁగు\nనిఖిలవిద్యాభ్యాసనిపుణత లభియించుఁ జేసిన పనులెల్ల వాసికెక్కు\nమనుజేశ్వరాస్థానమాన్యత సమకూఱుఁ గడలేని తేజంబు గలిగియుండు\nకవిబుధవందిమాగధుల చెల్మి ఘటించుఁ బగరయైనను వెంటఁ బడి చరించు	false	కులమున కెల్ల మిక్కిలితనం బొనఁగూడు నాడినమాటయే పాడి యెసఁగు\nనిఖిలవిద్యాభ్యాసనిపుణత లభియించుఁ జేసిన పనులెల్ల వాసికెక్కు\nమనుజేశ్వరాస్థానమాన్యత సమకూఱుఁ గడలేని తేజంబు గలిగియుండు\nకవిబుధవందిమాగధుల చెల్మి ఘటించుఁ బగరయైనను వెంటఁ బడి చరించు	["seq"]	["corr","seq"]	1	ు	ూ	lengthen	0	0	కూలమున	false	0	1	3	|U|U	["న","కె","ల్ల","మి"]	pdy-r-00149		
pdy-teytageethi-0157	teytageethi	upajaathi	""	test	గలియుగంబున నబ్బబ్బ కలిమివంటి\nమంచివస్తువు కలదే యోజించి చూడ,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	గలియుగంబున నబ్బబ్బ కలిమివంటి\nమంచివస్తువు కలదె యోజించి చూడ,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	44	ె	ే	lengthen	1	7	కలదే	true	1	2	19	||UU	["క","ల","దే","యో"]	pdy-r-00150		
pdy-seesamu-0158	seesamu	upajaathi	""	train	బంధుజాతములోన బహుమాన మెడలించు సభలలో మాటాడఁ జనవులేదు\nపరమైన విజ్ఞానసరత సిద్ధించదు కుమతులు గెగ్గెర్లఁ గొట్టుచుంద్రు\nపరభూమి కేఁగినఁ బాటింపరెవ్వరుఁ బ్రతిభావీశేషంబు పట్టువడదు\nధారుణీపతు లొక్కదానమే నొసఁగరు కులసతి యతనిఁ దక్కువగఁ జూచు	false	బంధుజాతములోన బహుమాన మెడలించు సభలలో మాటాడఁ జనవులేదు\nపరమైన విజ్ఞానసరత సిద్ధించదు కుమతులు గెగ్గెర్లఁ గొట్టుచుంద్రు\nపరభూమి కేఁగినఁ బాటింపరెవ్వరుఁ బ్రతిభావిశేషంబు పట్టువడదు\nధారుణీపతు లొక్కదానమే నొసఁగరు కులసతి యతనిఁ దక్కువగఁ జూచు	["seq"]	["seq"]	150	ి	ీ	lengthen	2	16	బ్రతిభావీశేషంబు	false	5	0	65	||UU	["బ్ర","తి","భా","వీ"]	pdy-r-00151		
pdy-teytageethi-0161	teytageethi	upajaathi	""	dev	సిరులు నిలుకడలని నమ్మి చెనఁటూ లురక\nచెడుదు రెన్నడు ధర్మంబు సేయలేక,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	సిరులు నిలుకడలని నమ్మి చెనఁటు లురక\nచెడుదు రెన్నడు ధర్మంబు సేయలేక,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	28	ు	ూ	lengthen	0	13	చెనఁటూ	false	0	3	11	||U	["చె","న","టూ"]	pdy-r-00152		
pdy-seesamu-0162	seesamu	upajaathi	""	dev	భోగియై ప్రతిదినత్యాగియై పుణ్యసం- యోగియై సుజనానురాగి యగుచు\nదాతయై బుధజనత్రాతయై నిఖీలవి- జ్ఞాతయై కుశలసంధాత యగుచు\nధీరుఁడై రణరంగవీరుఁడై నిర్మలా- చారుఁడై నిరుపమోదారుఁ డగుచు\nశాంతుఁడై సదమలస్వాంతుఁడై కీర్తిది- గంతుఁడై పటుబలవంతుఁ డగుచు	false	భోగియై ప్రతిదినత్యాగియై పుణ్యసం- యోగియై సుజనానురాగి యగుచు\nదాతయై బుధజనత్రాతయై నిఖిలవి- జ్ఞాతయై కుశలసంధాత యగుచు\nధీరుఁడై రణరంగవీరుఁడై నిర్మలా- చారుఁడై నిరుపమోదారుఁ డగుచు\nశాంతుఁడై సదమలస్వాంతుఁడై కీర్తిది- గంతుఁడై పటుబలవంతుఁ డగుచు	["seq"]	["seq"]	80	ి	ీ	lengthen	1	11	నిఖీలవి	false	2	3	35	|U|U	["ని","ఖీ","ల","వి"]	pdy-r-00153		
pdy-seesamu-0163	seesamu	upajaathi	""	test	ఘూకంబు తెఱఁగున గొందుల నిరుకుచు భుజగంబు చాడ్పున బుస్సుమనుచు\nబెబ్బులి కరణిఁ గంపిల డాక సేయుచు భేకంబూ గతి మేనిబెంపు గనుచు\nభల్లూకమట్లు చొప్పడ విఱ్ఱవీఁగుచు నాఁబోతు కైవడి నాముకొనుచు\nగోమాయువట్ల యెన్నోమాయ లూనుచుఁ గ్రోడంబువలెఁ గొరకొర నెగపుచు	false	ఘూకంబు తెఱఁగున గొందుల నిరుకుచు భుజగంబు చాడ్పున బుస్సుమనుచు\nబెబ్బులి కరణిఁ గంపిల డాక సేయుచు భేకంబు గతి మేనిబెంపు గనుచు\nభల్లూకమట్లు చొప్పడ విఱ్ఱవీఁగుచు నాఁబోతు కైవడి నాముకొనుచు\nగోమాయువట్ల యెన్నోమాయ లూనుచుఁ గ్రోడంబువలెఁ గొరకొర నెగపుచు	["seq"]	["corr","seq"]	96	ు	ూ	lengthen	1	16	భేకంబూ	false	3	0	40	UUU|	["భే","కం","బూ","గ"]	pdy-r-00154		
pdy-teytageethi-0167	teytageethi	upajaathi	""	dev	కాక తన పొట్టకై ప్రజఁ గలఁచు దురీత-\nరతుఁడు వాఁ డొక రాజా తరాజు గాక,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	కాక తన పొట్టకై ప్రజఁ గలఁచు దురిత-\nరతుఁడు వాఁ డొక రాజా తరాజు గాక,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	30	ి	ీ	lengthen	0	13	దురీత	false	0	4	12	|U|	["దు","రీ","త"]	pdy-r-00155		
pdy-seesamu-0169	seesamu	upajaathi	""	train	మొదవుల బదివేలు కదుపులు గూర్చిన దూడ యొక్కటియైనఁ దోడరాదు\nమాత లసంఖ్యముల్ మాటుగా నించినఁ బసిఁడి వీసమూను వెంబడిని రాదు\nకోకలు మేట్లుగా గొట్ల నిండించిన గుడ్డ యొక్కటియైనఁ గూడరాము\nగొలుసులు రాసులు బలుపాతరల నిడ్డ గింజ యొక్కటియన గెలన రాదు	false	మొదవుల బదివేలు కదుపులు గూర్చిన దూడ యొక్కటియైనఁ దోడరాదు\nమాత లసంఖ్యముల్ మాటుగా నించినఁ బసిఁడి వీసమును వెంబడిని రాదు\nకోకలు మేట్లుగా గొట్ల నిండించిన గుడ్డ యొక్కటియైనఁ గూడరాము\nగొలుసులు రాసులు బలుపాతరల నిడ్డ గింజ యొక్కటియన గెలన రాదు	["seq"]	["seq"]	96	ు	ూ	lengthen	1	17	వీసమూను	false	3	1	42	|U|U	["స","మూ","ను","వెం"]	pdy-r-00156		
pdy-teytageethi-0169	teytageethi	upajaathi	""	test	కావున నొడళ్ళు నిల్కడల్ కావటంచుఁ\nజెలఁగి సుజనులు ధర్మంబు సెయుచుంద్రు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	కావున నొడళ్ళు నిల్కడల్ కావటంచుఁ\nజెలఁగి సుజనులు ధర్మంబు సేయుచుంద్రు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["corr","seq"]	56	ే	ె	shorten	1	10	సెయుచుంద్రు	false	1	3	23	||U	["సె","యు","చుం"]	pdy-r-00157		
pdy-seesamu-0171	seesamu	upajaathi	""	train	నిరతాన్నదానవైఖరిఁ జెలంగెడివారు నెనరొప్ప దీనుల మనుచువారు\nగోవిప్రబాంధవగురుభక్తి గలవారూ శివు విష్ణుఁ బూజలు సేయువారు\nపరధన పరవధూపరతఁ జెందనివారు పరహితాచరణులై పరఁగువారు\nసుజ్ఞానసహితులై సొబగు మీఱెడివారు సత్యవచోరూఢి సలుపువారు	false	నిరతాన్నదానవైఖరిఁ జెలంగెడివారు నెనరొప్ప దీనుల మనుచువారు\nగోవిప్రబాంధవగురుభక్తి గలవారు శివు విష్ణుఁ బూజలు సేయువారు\nపరధన పరవధూపరతఁ జెందనివారు పరహితాచరణులై పరఁగువారు\nసుజ్ఞానసహితులై సొబగు మీఱెడివారు సత్యవచోరూఢి సలుపువారు	["seq"]	["seq"]	83	ు	ూ	lengthen	1	13	గలవారూ	false	2	3	37	||UU	["గ","ల","వా","రూ"]	pdy-r-00158		
pdy-teytageethi-0171	teytageethi	upajaathi	""	dev	తలఁపులోపల ననయంబు ధర్మకార్య-\nనిష్ఠ గలవార లందఱు నీకుఁ బ్రియులు,\nభూనుతవిలాస, పీఠికాపురనీవాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	తలఁపులోపల ననయంబు ధర్మకార్య-\nనిష్ఠ గలవార లందఱు నీకుఁ బ్రియులు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	84	ి	ీ	lengthen	2	11	పీఠికాపురనీవాస	false	2	3	37	||U	["పు","ర","నీ"]	pdy-r-00159		
pdy-teytageethi-0172	teytageethi	upajaathi	""	train	బుధుల కెప్పుడు ని పదాంభోజయుగళ-\nపూజనాసక్తి వెలలేని భూషణంబు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	బుధుల కెప్పుడు నీ పదాంభోజయుగళ-\nపూజనాసక్తి వెలలేని భూషణంబు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["corr","seq"]	16	ీ	ి	shorten	0	6	ని	true	0	2	6	||UU	["ని","ప","దాం","భో"]	pdy-r-00160		
pdy-teytageethi-0173	teytageethi	upajaathi	""	train	నిఖిలలొకైకభర్తకు నీకు నొక్క\nబిల్వదళ మార్యవర్యు లర్పించుచుంద్రు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	నిఖిలలోకైకభర్తకు నీకు నొక్క\nబిల్వదళ మార్యవర్యు లర్పించుచుంద్రు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["corr","seq"]	6	ో	ొ	shorten	0	3	నిఖిలలొకైకభర్తకు	false	0	1	3	|U|U	["లొ","కై","క","భ"]	pdy-r-00161		
pdy-teytageethi-0175	teytageethi	upajaathi	""	test	కటకటా యెన్నఁడును దెల్వి గలిగి నిన్నుఁ\nజేరి భజియింపకే ప్రాణి చెడు గదయ్య,\nభూనుతవిలాస, పీఠికాపురనీవాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	కటకటా యెన్నఁడును దెల్వి గలిగి నిన్నుఁ\nజేరి భజియింపకే ప్రాణి చెడు గదయ్య,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	94	ి	ీ	lengthen	2	11	పీఠికాపురనీవాస	false	2	3	38	||U	["పు","ర","నీ"]	pdy-r-00162		
pdy-teytageethi-0176	teytageethi	upajaathi	""	train	లోనిచూపునఁ దగఁ దమలోనఁ గాంచి\nసోఽహమనూవారె సంతతోత్సాహమతులు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	లోనిచూపునఁ దగఁ దమలోనఁ గాంచి\nసోఽహమనువారె సంతతోత్సాహమతులు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	34	ు	ూ	lengthen	1	3	సోఽహమనూవారె	false	1	1	15	|UU|	["మ","నూ","వా","రె"]	pdy-r-00163		
pdy-seesamu-0177	seesamu	upajaathi	""	train	వాయుభక్షణ చేసి వనటఁ గుందదె పాము గుహలలో దూఱదే గూబపులుఁగు\nవృక్షశాఖలమీఁద వ్రేలుచుండదె పక్షి కానలఁ దిరుగదే వానరంబు\nచెలరేఁగి కూయదే ఝిల్లికాకూటంబు గహ్వరి దిరుగదే గంగిరెద్దు\nనిట మునుంగదే మాటిమాటికిఁ గప్ప యాకులు మెసవదే మేఁకపిల్ల	false	వాయుభక్షణ చేసి వనటఁ గుందదె పాము గుహలలో దూఱదే గూబపులుఁగు\nవృక్షశాఖలమీఁద వ్రేలుచుండదె పక్షి కానలఁ దిరుగదే వానరంబు\nచెలరేఁగి కూయదే ఝిల్లికాకూటంబు గహ్వరి దిరుగదే గంగిరెద్దు\nనీట మునుంగదే మాటిమాటికిఁ గప్ప యాకులు మెసవదే మేఁకపిల్ల	["seq"]	["corr","seq"]	168	ీ	ి	shorten	3	0	నిట	true	6	1	80	|UU|	["గ","దే","మా","టి"]	pdy-r-00164		
pdy-teytageethi-0177	teytageethi	upajaathi	""	train	యెన్ని తెఱఁగులఁ బొరలుచునున్న నిన్ను\nలీలఁ గొలువని ఖలునకు లేదు ముక్తీ,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	యెన్ని తెఱఁగులఁ బొరలుచునున్న నిన్ను\nలీలఁ గొలువని ఖలునకు లేదు ముక్తి,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["corr","seq"]	66	ి	ీ	lengthen	1	13	ముక్తీ	false	1	4	26	UUU	["ము","క్తీ","భూ"]	pdy-r-00165		
pdy-teytageethi-0180	teytageethi	upajaathi	""	train	చిత్త మిగురొత్త నినుఁ బూజ సేయలేని\nనరుని జన్మము మహిషజన్మము గదయ్య,\nభూనుతవీలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	చిత్త మిగురొత్త నినుఁ బూజ సేయలేని\nనరుని జన్మము మహిషజన్మము గదయ్య,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	71	ి	ీ	lengthen	2	3	భూనుతవీలాస	false	2	1	31	|UU|	["త","వీ","లా","స"]	pdy-r-00166		
pdy-teytageethi-0181	teytageethi	upajaathi	""	train	ప్రభుభుజానీతభూరివైభవనీమగ్న-\nవిద్వదవతంస మల్పుల వేడఁ జనునె?\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	ప్రభుభుజానీతభూరివైభవనిమగ్న-\nవిద్వదవతంస మల్పుల వేడఁ జనునె?\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	21	ి	ీ	lengthen	0	11	ప్రభుభుజానీతభూరివైభవనీమగ్న	false	0	3	9	||U	["భ","వ","నీ"]	pdy-r-00167		
pdy-seesamu-0183	seesamu	upajaathi	""	train	పురుషోత్తమము భద్రగిరి యహోబలము శ్రీ- శైలంబు వేంకటాచలము కాంచి\nసింహాచలంబును శ్రీరంగమును ప్రయా- గంబు కేదారంబూ కాళహస్తి\nకుంభకోణంబు శ్రీకూర్మంబు కాశి సు- బ్రహ్మణ్యమును చిదంబర మయోధ్య\nభీమేశ్వరంబును రామేశ్వరంబును గోకర్ణమును హిమక్షోణిధరము	false	పురుషోత్తమము భద్రగిరి యహోబలము శ్రీ- శైలంబు వేంకటాచలము కాంచి\nసింహాచలంబును శ్రీరంగమును ప్రయా- గంబు కేదారంబు కాళహస్తి\nకుంభకోణంబు శ్రీకూర్మంబు కాశి సు- బ్రహ్మణ్యమును చిదంబర మయోధ్య\nభీమేశ్వరంబును రామేశ్వరంబును గోకర్ణమును హిమక్షోణిధరము	["seq"]	["corr","seq"]	104	ు	ూ	lengthen	1	18	కేదారంబూ	false	3	1	43	UUUU	["దా","రం","బూ","కా"]	pdy-r-00168		
pdy-teytageethi-0184	teytageethi	upajaathi	""	train	సకలబ్రహ్మాండభాండరక్షణకలాభి-\nరామునకూ నీకు ననుఁ బ్రోచుటేమి వింత?\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	సకలబ్రహ్మాండభాండరక్షణకలాభి-\nరామునకు నీకు ననుఁ బ్రోచుటేమి వింత?\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	34	ు	ూ	lengthen	1	3	రామునకూ	false	1	1	16	|UU|	["న","కూ","నీ","కు"]	pdy-r-00169		
pdy-teytageethi-0186	teytageethi	upajaathi	""	train	నిన్నూ సేవింతు భావింతు సన్నుతింతుఁ\nబ్రేమ యేపార సాక్షాత్కరింపుమయ్య,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	నిన్ను సేవింతు భావింతు సన్నుతింతుఁ\nబ్రేమ యేపార సాక్షాత్కరింపుమయ్య,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["corr","seq"]	5	ు	ూ	lengthen	0	1	నిన్నూ	false	0	0	0	UUU	["ని","న్నూ","సే"]	pdy-r-00170		
pdy-seesamu-0187	seesamu	upajaathi	""	train	సాలెపుర్వునకుఁ కుంజరమున కహికిని ముక్తి యొసంగిన భక్తసులభ!\nజముని దక్షుని పరాశరతనూజుని గర్వ- దూరులఁ జేసిన భూరిశౌర్య!\nహరీ విరించన పురందరుల కఖండవై- భవము లొసంగిన భువనజనక!\nనంది భృంగీశ బాణ దశాననుల మహా- ప్రమథులఁ జేసిన విమలచరిత!	false	సాలెపుర్వునకుఁ కుంజరమున కహికిని ముక్తి యొసంగిన భక్తసులభ!\nజముని దక్షుని పరాశరతనూజుని గర్వ- దూరులఁ జేసిన భూరిశౌర్య!\nహరి విరించన పురందరుల కఖండవై- భవము లొసంగిన భువనజనక!\nనంది భృంగీశ బాణ దశాననుల మహా- ప్రమథులఁ జేసిన విమలచరిత!	["seq"]	["seq"]	116	ి	ీ	lengthen	2	1	హరీ	true	4	0	52	|U|U	["హ","రీ","వి","రిం"]	pdy-r-00171		
pdy-teytageethi-0189	teytageethi	upajaathi	""	train	జగతిలోపలఁ గారణజన్ము లొక్క\nకానియెడఁ బుట్టీయుఁ బ్రసిద్ధిఁ గాంచుచుంద్రు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	జగతిలోపలఁ గారణజన్ము లొక్క\nకానియెడఁ బుట్టియుఁ బ్రసిద్ధిఁ గాంచుచుంద్రు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["seq"]	40	ి	ీ	lengthen	1	5	బుట్టీయుఁ	false	1	1	15	||UU	["యె","డ","బు","ట్టీ"]	pdy-r-00172		
pdy-seesamu-0191	seesamu	upajaathi	""	train	గజముపై మహీషంబు కాలు ద్రవ్వెడునట్లు కొండతోఁ దగరు డీకొనినయట్లు\nకార్చిచ్చుపైఁ బతంగము తారసిలునట్లు మృగరాజుపై నక్క మొగియునట్లు\nబెబ్బులితో జింక పెనఁగఁబోయినయట్లు పెనుబాముపైఁ గప్ప చనినయట్లు\nపిల్లితో నెలుక దర్పించి దార్కొనునట్లు తోడేలితో మేఁక దొడరునట్లు	false	గజముపై మహిషంబు కాలు ద్రవ్వెడునట్లు కొండతోఁ దగరు డీకొనినయట్లు\nకార్చిచ్చుపైఁ బతంగము తారసిలునట్లు మృగరాజుపై నక్క మొగియునట్లు\nబెబ్బులితో జింక పెనఁగఁబోయినయట్లు పెనుబాముపైఁ గప్ప చనినయట్లు\nపిల్లితో నెలుక దర్పించి దార్కొనునట్లు తోడేలితో మేఁక దొడరునట్లు	["seq"]	["seq"]	9	ి	ీ	lengthen	0	5	మహీషంబు	false	0	1	4	|UU|	["మ","హీ","షం","బు"]	pdy-r-00173		
pdy-teytageethi-0191	teytageethi	upajaathi	""	train	క్రూరు లొక కొంద రసమానవైర మూని\nపోరుచుందురు ఘనులతో బుద్ధిమాలి\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	true	క్రూరు లొక కొంద రసమానవైర మూని\nపోరుచుందురు ఘనులతో బుద్ధిమాలి\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	[]	[]														pdy-r-00174		
pdy-teytageethi-0192	teytageethi	upajaathi	""	train	మంచిదని సెప్పి సూకలు మానెఁ డన్నీ\nకొల్లఁగొనిపోయె నని మూర్ఖకోటి పలుకు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	మంచిదని సెప్పి సూకలు మానెఁ డన్ని\nకొల్లఁగొనిపోయె నని మూర్ఖకోటి పలుకు,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["corr","seq"]	31	ి	ీ	lengthen	0	12	డన్నీ	false	0	4	11	UUU	["డ","న్నీ","కొ"]	pdy-r-00175		
pdy-teytageethi-0196	teytageethi	upajaathi	""	train	అవనిలోపల ఖలుని నెయ్యంబు మీఱ\nమనుపఁ జనువానిఁ జేఱుపక మానఁగలఁడె?\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	false	అవనిలోపల ఖలుని నెయ్యంబు మీఱ\nమనుపఁ జనువానిఁ జెఱుపక మానఁగలఁడె?\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	["seq"]	["corr","seq"]	44	ె	ే	lengthen	1	7	జేఱుపక	false	1	3	24	|U|	["క","మా","న"]	pdy-r-00176		
pdy-teytageethi-0198	teytageethi	upajaathi	""	train	శివశివా ధాత్రిఁ దా వలచిన వధూటిఁ\nబాయు వెత వద్దు సుమ్మెట్టి పలువకైన,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	true	శివశివా ధాత్రిఁ దా వలచిన వధూటిఁ\nబాయు వెత వద్దు సుమ్మెట్టి పలువకైన,\nభూనుతవిలాస, పీఠికాపురనివాస,\nకుముదహితకోటిసంకాశ, కుక్కుటేశ!	[]	[]														pdy-r-00177		
pdy-kandamu-0103	kandamu	jaathi	""	train	శ్రీభామినీ మనోహర\nసౌభాగ్యు దయాస్వభావు సారసనాభు\nన్‌ లొ భావించెద నీకు\nన్‌ వైభవము లొసంగుచుండ వసుధ కుమారా!	false	శ్రీభామినీ మనోహర\nసౌభాగ్యు దయాస్వభావు సారసనాభు\nన్‌ లో భావించెద నీకు\nన్‌ వైభవము లొసంగుచుండ వసుధ కుమారా!	["seq"]	["corr","seq"]	51	ో	ొ	shorten	2	0	లొ	true	2	0	21	|UU|	["న్లొ","భా","విం","చె"]	pdy-r-00178		
pdy-kandamu-0112	kandamu	jaathi	""	train	పోషకుల మతమూఁ గనుఁగొని\nభూషింపక కాని ముదముఁ బొందఁడు మఱియు\nన్‌ దోషముల నెంచుచుండును\nదోషివయిన మిగులఁ గీడు దోఁచుఁ గుమారా!	false	పోషకుల మతముఁ గనుఁగొని\nభూషింపక కాని ముదముఁ బొందఁడు మఱియు\nన్‌ దోషముల నెంచుచుండును\nదోషివయిన మిగులఁ గీడు దోఁచుఁ గుమారా!	["seq"]	["seq"]	10	ు	ూ	lengthen	0	6	మతమూఁ	false	0	1	3	|||U	["ల","మ","త","మూ"]	pdy-r-00179		
pdy-kandamu-0117	kandamu	jaathi	""	test	సదమల మతితోఁ బెద్దల\nమది కింపుగ మెలఁగు, నింద మానుము పరుల\nన్‌ మృదు మార్గములను వదలకు\nవీదితంబుగ దానఁగీర్తి వెలయుఁ గుమారా!	false	సదమల మతితోఁ బెద్దల\nమది కింపుగ మెలఁగు, నింద మానుము పరుల\nన్‌ మృదు మార్గములను వదలకు\nవిదితంబుగ దానఁగీర్తి వెలయుఁ గుమారా!	["seq"]	["corr","seq"]	82	ి	ీ	lengthen	3	0	వీదితంబుగ	false	3	0	37	U|U|	["వీ","ది","తం","బు"]	pdy-r-00180		
pdy-kandamu-0118	kandamu	jaathi	""	train	ఆచార్యున కెదిరింపకు\nబ్రోచిన దొర నిందసేయఁ బోకూము కార్యా\nలోచనము లొంటిజేయకు\nమాచారము విడువఁబోకుమయ్య! కుమారా!	false	ఆచార్యున కెదిరింపకు\nబ్రోచిన దొర నిందసేయఁ బోకుము కార్యా\nలోచనము లొంటిజేయకు\nమాచారము విడువఁబోకుమయ్య! కుమారా!	["seq"]	["seq"]	44	ు	ూ	lengthen	1	10	బోకూము	false	1	4	20	|UU	["ము","కా","ర్యా"]	pdy-r-00181		
pdy-kandamu-0122	kandamu	jaathi	""	train	నగఁగూడదు పరసతిఁ గనఁ\nదగు మాతృసమాన మెన్నఁ దగు నెవ్వరితోఁ\nబగ గూడదొరుల నిందిం\nపగఁగూడదు గనుము వృద్ధ పథము కుమారా!	true	నగఁగూడదు పరసతిఁ గనఁ\nదగు మాతృసమాన మెన్నఁ దగు నెవ్వరితోఁ\nబగ గూడదొరుల నిందిం\nపగఁగూడదు గనుము వృద్ధ పథము కుమారా!	[]	[]														pdy-r-00182		
